area_id,total_poi_count,active_poi_count,competitor_count,complementary_count,commercial_other_count,unique_category_count,mean_data_quality_score,competitor_density_proxy,complementarity_ratio,commercial_activity_proxy,saturation_proxy,recent_refresh_share,station_entrance_count,pt_facility_count,bus_shelter_count,transit_access_raw,transit_access_score,sa2_code_2021,sa2_name_2021,market_fit_score,seifa_irsad_decile,sa2_population,commercial_activity_log,diversity_log,competition_log,saturation_log,n_complementarity,n_activity,n_diversity,n_competition,n_saturation,n_quality,n_transit,n_market_fit,score_complementarity,score_activity,score_diversity,score_competition,score_saturation,score_quality,score_transit_access,score_market_fit,opportunity_score,reasons_top3
88be0e35cbfffff,14895,14895,145,1176,6211,15502,1.0,0.009734156820622985,0.07894736842105263,14895,0.00896567075583696,,23,7,10,4.07753744390572,1.0,117031644,Sydney (North) - Millers Point,0.8475941061356048,10,8004,9.608847999516849,9.648788832566362,0.009687085138365002,0.008925717755843702,0.11842105263157894,1.0,1.0,0.018963585003720678,0.017473120651309723,0.0,1.0,0.8669143099347728,0.14210526315789473,0.8,0.6,-0.018963585003720678,-0.012231184455916805,0.0,0.4,0.5201485859608637,2.431059079659121,High commercial activity; High category diversity; Strong market fit
88be0e2617fffff,736,736,10,111,358,761,1.0,0.013568521031207599,0.15061058344640435,736,0.011524958162192615,,4,1,0,2.302585092994046,0.5166346987208347,120011673,Rhodes,0.825607229193047,10,11453,6.602587892189336,6.635946555686647,0.013477292943480703,0.011459051727772606,0.22591587516960654,0.662812809853883,0.6877491746206692,0.02638335337237244,0.02243241371349453,0.0,0.5166346987208347,0.8444262603904207,0.2710990502035278,0.5302502478831065,0.41264950477240153,-0.02638335337237244,-0.01570268959944617,0.0,0.20665387948833389,0.5066557562342524,1.8852223956098035,High commercial activity; Strong market fit; High category diversity
88be0e35ebfffff,688,688,8,96,229,694,1.0,0.011611030478955007,0.13933236574746008,688,0.009993238133556341,,2,4,0,2.1972245773362196,0.48794231305328967,121041417,North Sydney - Lavender Bay,0.8858639346149417,10,12441,6.535241271013659,6.543911845564792,0.011544139746865315,0.009943635913486074,0.2089985486211901,0.6552590995462779,0.6782107017906679,0.02259898331206989,0.01946581269784003,0.0,0.48794231305328967,0.9060564673746673,0.2507982583454281,0.5242072796370224,0.40692642107440075,-0.02259898331206989,-0.01362606888848802,0.0,0.19517692522131588,0.5436338804248003,1.8845177125024097,Strong market fit; High commercial activity; High category diversity
88be0e3467fffff,1880,1880,69,192,828,2027,1.0,0.03668261562998405,0.10207336523125997,1880,0.03293829760714676,,3,1,0,2.0794415416798357,0.4558669548126133,118011341,Bondi Junction - Waverly,0.8712731668009669,10,17720,7.53955882930103,7.614805364711073,0.036025822256762104,0.03240745709228611,0.15311004784688995,0.7679050461388277,0.7891980534395948,0.07052469684501485,0.06344133023979232,0.0,0.4558669548126133,0.8911331151246851,0.18373205741626794,0.6143240369110622,0.4735188320637569,-0.07052469684501485,-0.04440893116785462,0.0,0.18234678192504533,0.534679869074811,1.8736679493780741,High commercial activity; Strong market fit; High category diversity
88be0e35e3fffff,3191,3191,42,301,1280,3146,1.0,0.013157894736842105,0.09429824561403509,3191,0.011917128347183748,,0,1,0,0.6931471805599453,0.07834324766625216,121041417,North Sydney - Lavender Bay,0.8858639346149417,10,12441,8.068402958569699,8.054204897064407,0.01307208156735277,0.011846678527191517,0.14144736842105263,0.8272210931896911,0.8347373993593938,0.02559010542772047,0.02319123782368929,0.0,0.07834324766625216,0.9060564673746673,0.16973684210526316,0.6617768745517529,0.5008424396156362,-0.02559010542772047,-0.016233866476582502,0.0,0.031337299066500866,0.5436338804248003,1.8655033638596508,High commercial activity; Strong market fit; High category diversity
88be0e2455fffff,794,794,11,103,383,840,1.0,0.013836477987421384,0.12955974842767295,794,0.012043827380246036,,5,1,0,2.4849066497880004,0.5662855607195418,126021723,Eastwood,0.782324162541729,9,18974,6.678342114654332,6.734591659972948,0.013741627852296392,0.011971877615513112,0.19433962264150945,0.671309530863624,0.6979727483767201,0.026900819404845355,0.023436329460632992,0.0,0.5662855607195418,0.8001565921774554,0.23320754716981132,0.5370476246908992,0.41878364902603205,-0.026900819404845355,-0.016405430622443092,0.0,0.22651422428781676,0.4800939553064732,1.852340750453744,High commercial activity; Strong market fit; High category diversity
88be0e26cdfffff,548,548,7,57,164,559,1.0,0.012750455373406194,0.10382513661202186,548,0.011426637602396808,,13,1,0,3.332204510175204,0.797026619964818,125011710,Wentworth Point - Sydney Olympic Park,0.7895706227696557,9,20412,6.3080984415095305,6.327936783729195,0.012669852741051745,0.011361846673455857,0.1557377049180328,0.6297823777364603,0.6558270570054651,0.024802696167911514,0.022242123622719292,0.0,0.797026619964818,0.8075682294487484,0.18688524590163935,0.5038259021891682,0.393496234203279,-0.024802696167911514,-0.015569486535903503,0.0,0.31881064798592723,0.484540937669249,1.8471867852454475,High commercial activity; Strong market fit; High category diversity
88be08cb5dfffff,1352,1352,12,167,712,1491,1.0,0.008869179600886918,0.12342941611234294,1352,0.007774461941353943,,5,1,0,2.4849066497880004,0.5662855607195418,119031664,Hurstville - Central,0.6114826752618855,6,12046,7.210079628170788,7.307872780763706,0.008830079448272068,0.007744396539788449,0.18514412416851442,0.730950104758371,0.7573875755367707,0.017285897647759993,0.015160548295706011,0.0,0.5662855607195418,0.625420915063461,0.2221729490022173,0.5847600838066968,0.4544325453220624,-0.017285897647759993,-0.010612383806994207,0.0,0.22651422428781676,0.3752525490380766,1.8352340700021155,High commercial activity; High category diversity; Strong market fit
88be0e3413fffff,625,625,23,105,211,649,1.0,0.036741214057507986,0.16773162939297126,625,0.03057855035776623,,2,2,0,1.9459101490553132,0.4195029128184568,117031330,Erskineville - Alexandria,0.9044779555657879,10,19126,6.439350371100098,6.476972362889683,0.03608234560399147,0.03012034392397004,0.2515974440894569,0.6445038149241568,0.6712730970988565,0.07063534780808256,0.058964042762600685,0.0,0.4195029128184568,0.9250947794758283,0.3019169329073483,0.5156030519393254,0.4027638582593139,-0.07063534780808256,-0.04127482993382048,0.0,0.16780116512738275,0.555056867685497,1.8312316981769643,Strong market fit; High commercial activity; High category diversity
88be0e35a3fffff,842,842,17,65,300,819,1.0,0.020166073546856466,0.0771055753262159,842,0.018611156843955316,,6,1,0,2.6390573296152584,0.6082647663916374,121011401,St Leonards - Naremburn,0.8942500287786346,10,11903,6.736966958001855,6.709304340258298,0.01996543124569796,0.018440088524380012,0.11565836298932385,0.6778849919000546,0.6953519718053331,0.03908463146093887,0.03609859738130016,0.0,0.6082647663916374,0.9146337155909293,0.1387900355871886,0.5423079935200437,0.4172111830831999,-0.03908463146093887,-0.02526901816691011,0.0,0.24330590655665496,0.5487802293545576,1.8260416984737957,Strong market fit; High commercial activity; High category diversity
88be0e2533fffff,1175,1175,25,135,533,1250,1.0,0.021258503401360544,0.11479591836734694,1175,0.018818113980285992,,6,1,0,2.6390573296152584,0.6082647663916374,121021577,Hornsby - East,0.6906469437089904,7,11943,7.069874128458572,7.1316985104669115,0.02103569362141131,0.018643243686628903,0.17219387755102042,0.7152244200859889,0.7391288828289176,0.04117979334381974,0.03649629701263651,0.0,0.6082647663916374,0.7063896672710575,0.2066326530612245,0.5721795360687911,0.4434773296973506,-0.04117979334381974,-0.025547407908845552,0.0,0.24330590655665496,0.42383380036263446,1.8227020244939902,High commercial activity; High category diversity; Strong market fit
88be0e2217fffff,1555,1555,49,228,590,1685,1.0,0.031491002570694086,0.14652956298200515,1555,0.026876639726145082,,0,1,0,0.6931471805599453,0.07834324766625216,122011419,Manly - Fairlight,0.9068550707954413,10,22438,7.349873704738337,7.430114138561801,0.031005330825779328,0.026521806619947796,0.21979434447300772,0.7466296435188365,0.770056663846125,0.060696506563623125,0.051919491478167205,0.0,0.07834324766625216,0.9275260790731625,0.26375321336760926,0.5973037148150693,0.462033998307675,-0.060696506563623125,-0.03634364403471704,0.0,0.031337299066500866,0.5565156474438975,1.8139037224024115,High commercial activity; Strong market fit; High category diversity
88be0e34c3fffff,731,731,16,104,320,783,1.0,0.02185792349726776,0.14207650273224043,731,0.018752426169787097,,5,1,0,2.4849066497880004,0.5662855607195418,117021637,Marrickville - South,0.7390871417059974,8,14283,6.595780513961311,6.664409020350408,0.021622464013165685,0.01857876708645504,0.21311475409836064,0.6620492828618656,0.6906990230584023,0.0423284639751567,0.036370076640802926,0.0,0.5662855607195418,0.755934019356206,0.25573770491803277,0.5296394262894925,0.41441941383504133,-0.0423284639751567,-0.025459053648562047,0.0,0.22651422428781676,0.45356041161372357,1.8120836633203883,High commercial activity; Strong market fit; High category diversity
88be0e343bfffff,1378,1378,25,156,505,1396,1.0,0.018129079042784626,0.11312545322697606,1378,0.01607821875948194,,3,1,0,2.0794415416798357,0.4558669548126133,117031642,Redfern,0.7230631978818924,9,13670,7.229113877793302,7.242082359256962,0.017966706792454618,0.015950333160939658,0.16968817984046408,0.7330850182115055,0.7505690594879284,0.035171898112701515,0.03122461446500677,0.0,0.4558669548126133,0.7395448230390657,0.2036258158085569,0.5864680145692044,0.45034143569275703,-0.035171898112701515,-0.021857230125504737,0.0,0.18234678192504533,0.4437268938234394,1.8094798135807966,High commercial activity; High category diversity; Strong market fit
88be08cb4dfffff,850,850,12,100,293,873,1.0,0.01410105757931845,0.11750881316098707,850,0.012444059038857997,,6,1,0,2.6390573296152584,0.6082647663916374,119041378,Kogarah,0.7015885806377344,7,13051,6.7464121285733745,6.773080375655535,0.014002562510053811,0.012367268140209237,0.17626321974148063,0.6789443781180663,0.7019617169768703,0.027411629054200283,0.024210351957353427,0.0,0.6082647663916374,0.7175807097275531,0.21151586368977673,0.5431555024944531,0.4211770301861221,-0.027411629054200283,-0.016947246370147398,0.0,0.24330590655665496,0.4305484258365318,1.8053438533391908,High commercial activity; Strong market fit; High category diversity
88be0e343dfffff,3163,3163,64,271,1270,3284,1.0,0.020227560050568902,0.08565107458912768,3163,0.018495047795921565,,0,1,1,0.9162907318741551,0.13911099157447346,117031336,Surry Hills,0.8037757568780936,10,15828,8.059592328887545,8.09712193091871,0.020025700502294925,0.0183260944204938,0.12847661188369153,0.8262328781451238,0.8391853186370394,0.03920261547308109,0.035875440792079355,0.0,0.13911099157447346,0.8220971577931099,0.15417193426042983,0.6609863025160991,0.5035111911822236,-0.03920261547308109,-0.025112808554455548,0.0,0.055644396629789386,0.4932582946758659,1.8032566952368714,High commercial activity; High category diversity; Strong market fit
88be0e3433fffff,1953,1953,38,224,933,2068,1.0,0.019447287615148412,0.11463664278403275,1953,0.0172179158516923,,0,0,4,1.0986122886681098,0.18876185357318062,117031331,Glebe - Forest Lodge,0.7750834580407504,9,20262,7.577633832602728,7.634820677745543,0.019260605541815492,0.01707136732036843,0.17195496417604914,0.7721756025510327,0.7912724394979687,0.03770485395744122,0.03341916796286012,0.0,0.18876185357318062,0.7927508418301268,0.20634595701125896,0.6177404820408262,0.4747634636987812,-0.03770485395744122,-0.02339341757400208,0.0,0.07550474142927226,0.47565050509807605,1.7889068777467716,High commercial activity; Strong market fit; High category diversity
88be0e3495fffff,710,710,10,92,327,759,1.0,0.014064697609001406,0.12939521800281295,710,0.012244792995741027,,4,1,0,2.302585092994046,0.5166346987208347,120031677,Ashfield - South,0.7338264072752387,8,12246,6.566672429803241,6.633318433280377,0.013966707481708198,0.012170431926526231,0.19409282700421943,0.6587844711831045,0.6874767961437562,0.027341438706109916,0.023825022395707992,0.0,0.5166346987208347,0.7505533708526619,0.2329113924050633,0.5270275769464836,0.4124860776862537,-0.027341438706109916,-0.016677515676995592,0.0,0.20665387948833389,0.45033202251159715,1.7853919946546262,High commercial activity; Strong market fit; High category diversity
88be0e358dfffff,817,817,17,90,300,828,1.0,0.02078239608801956,0.1100244498777506,817,0.01849582439129369,,2,1,0,1.791759469228055,0.37752370714636113,121041417,North Sydney - Lavender Bay,0.8858639346149417,10,12441,6.706862336602747,6.720220155135295,0.020569388248108424,0.018326856913230244,0.1650366748166259,0.6745084069281699,0.6964832863222551,0.04026694686234312,0.03587693345944169,0.0,0.37752370714636113,0.9060564673746673,0.19804400977995107,0.539606725542536,0.417889971793353,-0.04026694686234312,-0.025113853421609184,0.0,0.15100948285854446,0.5436338804248003,1.7848032701152325,Strong market fit; High commercial activity; High category diversity
88be0e35abfffff,1935,1935,57,221,765,1957,1.0,0.029442148760330578,0.11415289256198347,1935,0.026081242316098627,,0,1,0,0.6931471805599453,0.07834324766625216,121011401,St Leonards - Naremburn,0.8942500287786346,10,11903,7.568379267836522,7.579678823090456,0.029017052376272393,0.025746927157682238,0.1712293388429752,0.7711375950007425,0.7855575403938476,0.05680422247096421,0.050402575673214295,0.0,0.07834324766625216,0.9146337155909293,0.20547520661157023,0.6169100760005941,0.47133452423630856,-0.05680422247096421,-0.035281802971250005,0.0,0.031337299066500866,0.5487802293545576,1.7817513098273172,High commercial activity; Strong market fit; High category diversity
88be085111fffff,1064,1064,18,110,507,1156,1.0,0.016901408450704224,0.10328638497652583,1064,0.01515572307081928,,9,1,0,2.995732273553991,0.7053965522940152,116011303,Blacktown (East) - Kings Park,0.592327615977898,4,17032,6.970730078143525,7.053585727193677,0.016760168857465122,0.015042022470487948,0.15492957746478875,0.7041042566430609,0.7310332778127118,0.032809961125096106,0.02944649166107357,0.0,0.7053965522940152,0.605829232109638,0.18591549295774648,0.5632834053144488,0.43861996668762704,-0.032809961125096106,-0.020612544162751496,0.0,0.2821586209176061,0.3634975392657828,1.7800525198553636,High commercial activity; High category diversity; Strong market fit
88be0e34ebfffff,508,508,5,72,216,552,1.0,0.009823182711198428,0.14145383104125736,508,0.008433655883681165,,2,1,0,1.791759469228055,0.37752370714636113,117021327,Petersham - Stanmore,0.8352538275584205,10,19898,6.2324480165505225,6.315358001522335,0.009775248904642365,0.00839829130391271,0.21218074656188604,0.6212972988295776,0.6545233926362746,0.019136175731702152,0.016440622617944416,0.0,0.37752370714636113,0.854292744954906,0.2546168958742632,0.4970378390636621,0.3927140355817647,-0.019136175731702152,-0.01150843583256109,0.0,0.15100948285854446,0.5125756469729436,1.777309288786915,Strong market fit; High commercial activity; High category diversity
88be0e341dfffff,651,651,14,68,267,696,1.0,0.02147239263803681,0.10429447852760736,651,0.019232940645112728,,4,1,1,2.3513752571634776,0.5299215187253853,117031648,Zetland,0.8419880280879475,10,12622,6.480044561926653,6.546785410760524,0.021245108613736186,0.01905032541268663,0.15644171779141103,0.6490681438146046,0.6785085179462079,0.04158974731359321,0.03729320638271973,0.0,0.5299215187253853,0.8611804459933595,0.18773006134969322,0.5192545150516837,0.40710511076772476,-0.04158974731359321,-0.026105244467903813,0.0,0.21196860749015412,0.5167082675960157,1.7750715704737747,High commercial activity; Strong market fit; High category diversity
88be08d8adfffff,1280,1280,20,125,604,1380,1.0,0.0156128024980484,0.0975800156128025,1280,0.014089304986529235,,2,1,0,1.791759469228055,0.37752370714636113,128011530,Miranda - Yowie Bay,0.7596408426384251,8,20705,7.155396301896734,7.2305631534092925,0.01549217661577103,0.01399097326970807,0.14637002341920374,0.7248167309065046,0.7493752095604858,0.030327720253258087,0.027388941781270822,0.0,0.37752370714636113,0.7769562248334,0.1756440281030445,0.5798533847252036,0.44962512573629143,-0.030327720253258087,-0.019172259246889575,0.0,0.15100948285854446,0.46617373490004,1.7728057768229761,High commercial activity; Strong market fit; High category diversity
88be08c967fffff,703,703,2,80,306,727,1.0,0.002840909090909091,0.11363636363636363,703,0.002518078512396694,,4,1,0,2.302585092994046,0.5166346987208347,120031680,Strathfield - East,0.7022965350523771,8,16420,6.556778356158042,6.590301048196686,0.0028368813351996765,0.002514913464811509,0.17045454545454544,0.657674735241297,0.683018476469633,0.005553521991095835,0.004923232797663242,0.0,0.5166346987208347,0.7183048013751855,0.20454545454545453,0.5261397881930376,0.4098110858817798,-0.005553521991095835,-0.0034462629583642693,0.0,0.20665387948833389,0.43098288082511127,1.7691333039842572,High commercial activity; Strong market fit; High category diversity
88be0e2735fffff,522,522,8,47,207,535,1.0,0.015296367112810707,0.08986615678776291,522,0.01392174138756768,,4,1,0,2.302585092994046,0.5166346987208347,121031407,Gordon - Killara,0.9042477264878552,10,22433,6.259581464064923,6.284134161070802,0.015180557177015932,0.013825724071837622,0.13479923518164438,0.6243406319410598,0.6512873553477242,0.029717689306772422,0.027065447441554324,0.0,0.5166346987208347,0.9248593025172486,0.16175908221797325,0.4994725055528479,0.3907724132086345,-0.029717689306772422,-0.018945813209088027,0.0,0.20665387948833389,0.5549155815103491,1.7649099594622784,Strong market fit; High commercial activity; High category diversity
88be08d807fffff,861,861,33,134,363,937,1.0,0.0382830626450116,0.1554524361948956,861,0.032331867291842745,,2,0,0,1.6094379124341003,0.32787284514765397,128011604,Cronulla - Kurnell - Bundeena,0.8020893288822378,9,24374,6.759255270663693,6.843749949006225,0.03756844761116227,0.03182019219780438,0.2331786542923434,0.6803848865369907,0.709285908082822,0.07354456366968073,0.0622916915624053,0.0,0.32787284514765397,0.8203722890715144,0.2798143851508121,0.5443079092295926,0.4255715448496932,-0.07354456366968073,-0.043604184093683704,0.0,0.1311491380590616,0.4922233734429086,1.755917602968704,High commercial activity; Strong market fit; High category diversity
88be0e35c3fffff,1279,1279,14,115,418,1297,1.0,0.0109375,0.08984375,1279,0.009954833984375,,0,2,0,1.0986122886681098,0.18876185357318062,117031644,Sydney (North) - Millers Point,0.8475941061356048,10,8004,7.154615356913663,7.168579897264035,0.010878118147183024,0.009905611025900027,0.134765625,0.7247291388036594,0.74295126794244,0.02129516931234893,0.01939137460034266,0.0,0.18876185357318062,0.8669143099347728,0.16171875,0.5797833110429276,0.445770760765464,-0.02129516931234893,-0.013573962220239861,0.0,0.07550474142927226,0.5201485859608637,1.748057017665939,High commercial activity; Strong market fit; High category diversity
88be0e36b7fffff,223,223,4,34,82,233,1.0,0.017857142857142856,0.15178571428571427,223,0.015146683673469387,,8,2,0,2.9444389791664403,0.6914280653751946,119041671,Wolli Creek,0.7789915966386555,10,10731,5.4116460518550396,5.455321115357702,0.017699577099400916,0.015033117986781553,0.2276785714285714,0.5292347698862261,0.5653892120578939,0.03464896096815436,0.029429060108519985,0.0,0.6914280653751946,0.7967480632020157,0.2732142857142857,0.4233878159089809,0.3392335272347364,-0.03464896096815436,-0.02060034207596399,0.0,0.27657122615007784,0.47804883792120945,1.735206389885172,Strong market fit; High commercial activity; High category diversity
88be08c965fffff,1353,1353,21,143,602,1411,1.0,0.0155096011816839,0.10561299852289513,1353,0.013871585694992026,,2,1,0,1.791759469228055,0.37752370714636113,120031678,Burwood (NSW),0.6541844134914239,7,15942,7.21081845347222,7.252762418053187,0.015390556628451365,0.013776255822863705,0.1584194977843427,0.7310329726468786,0.7516759402562357,0.03012878742257805,0.026968607645991172,0.0,0.37752370714636113,0.6690960039560129,0.19010339734121123,0.5848263781175029,0.45100556415374143,-0.03012878742257805,-0.01887802535219382,0.0,0.15100948285854446,0.4014576023736077,1.729395612069836,High commercial activity; High category diversity; Strong market fit
88be08c821fffff,1155,1155,7,151,457,1212,1.0,0.006055363321799308,0.13062283737024222,1155,0.005264394583398187,,3,1,0,2.0794415416798357,0.4558669548126133,119011571,Bankstown - North,0.5018763669851503,2,16981,7.052721049232323,7.10085190894405,0.006037103286341645,0.005250586099238616,0.19593425605536333,0.7133005018686146,0.7359319425643791,0.01181832509073046,0.010278627098870653,0.0,0.4558669548126133,0.5133162220076766,0.23512110726643598,0.5706404014948917,0.44155916553862745,-0.01181832509073046,-0.007195038969209457,0.0,0.18234678192504533,0.30798973320460593,1.7186438253696665,High commercial activity; High category diversity; Strong market fit
88be0e3483fffff,368,368,10,44,124,399,1.0,0.02710027100271003,0.11924119241192412,368,0.023868802373660594,,5,1,0,2.4849066497880004,0.5662855607195418,120031395,Haberfield - Summer Hill,0.8488833889720271,10,13520,5.910796644040527,5.991464547107982,0.026739561041899163,0.023588395726932016,0.17886178861788618,0.5852203398735203,0.620955090952528,0.05234577084204484,0.046177001758505885,0.0,0.5662855607195418,0.8682329809028186,0.2146341463414634,0.4681762718988163,0.3725730545715168,-0.05234577084204484,-0.03232390123095412,0.0,0.22651422428781676,0.5209397885416912,1.7181678135683054,Strong market fit; High commercial activity; High category diversity
